	Paris	London	Berlin	St. Petersburg	Wien	Madrid	Konstantinopel	Rom	Brüssel	Kopenhagen	New York	München	Riga	Hamburg	Turin	Bern	Dorpat	Dresden	Reval	Stockholm	Warschau	Domesnees	Florenz	Odessa	Neapel	Haag	Amsterdam	Athen	Lissabon	Hannover	Stuttgart	Bukarest	Triest	Versailles	Moskau	Karlsruhe	Main	Kassel	Belgrad	Budapest	Kiel	Leipzig	Frankfurt am Main	Köln	Italien	Washington	Königsberg	Darmstadt	Mailand	Breslau	Libau	Türkische Grenze	Mitau	Alexandrien	Posen	Weimar	Altona	Prag	Liverpool	Bremen	Pest	Antwerpen	Schweiz	Wiesbaden	Marseille	Genua	Stettin	Sofia	Straßburg	Venedig	Kairo	Gotha	Flensburg	Bolderaa	Zürich	Rendsburg	Basel	Bombay	Smyrna	Mainz	Lübeck	Kronstadt	Danzig	Schleswig	Augsburg	Genf	Semlin	Braunschweig	Christiania	Koblenz	Bayonne	Charkow	Tiflis	Dublin	Zagreb	Kiew	Schwerin	Livorno	Oldenburg	Potsdam	Pernau	Heidelberg	Ragusa	Mannheim	Korfu	Nürnberg	Bordeaux	Niederelbe	Krakau	Magdeburg	Wilna	Windau	Baden	Freiburg	Hongkong	Aachen	Lemberg	Palermo	Italienische Grenze	Memel	Calcutta	Düsseldorf	Bonn	Verona	Luxemburg	Barcelona	Toulon	Bologna	Itzehoe	Algier	Dünaburg	Eisenach	Philadelphia	Narwa	Spanische Grenze	Ankona	Koburg	Helsingör	Hanau	Erfurt	Gent	Helsingfors	Lüttich	Serbische Grenze	Alexandria	Fulda	Baden-Baden	Bremerhaven	Salzburg	Lyon	Malta	Sachsen	Münster	Würzburg	Fellin	Pera	Donau	Archangelsk	Rhein	Jassy	Innsbruck	Taschkent	Halle	Modena	Nizza	Elberfeld	Thüringen	Beirut	Stralsund	Preßburg	Zara	Gothenburg	Oesterreich	Tours	Perpignan	Luzern	Regensburg	Tilsit	Kasan	Parma	Rostock	Holstein	Zante	Wenden	Göttingen	Varna	Cadix	Hull	Dundee	Gibraltar	Tunis	Metz	Orenburg	Dessau	Twer	Ulm	Rastatt	Altenburg	Jena	Brünn	Arensburg	Dünkirchen	Meiningen	Orel	Trier	Gravenhaag	Mexiko	Teplitz	Nauplia	Shanghai	Swinemünde	Helgoland	Teheran	Ssaratow	Ostende	Cettinje	Malchin	Worms	Brandenburgischen	Wolmar	Kissingen	Saragossa	Hartlepool	Baltischport	Nowgorod	Astrachan	Hermannstadt	Konstanz	Philippopel	Rotterdam	Gravesend	Graz	Livadia	Boston	Nishni-Nowgorod	Tirnowo	Glasgow	Möttau	Bayreuth	Havre	Saarbrücken	Ofen	Olmütz	Ems	Galacz	Linz	Hapsal	Trapezunt	Grimsby	Goldingen	Plymouth	Newport	Sanssouci	Speyer	Peterhof	Zarskoje-Sselo	Dirschau	Schleswig-Holstein	Kaluga	Lausanne	Montevideo	Lille	Cattaro	Saldo	Tuckum	Kurland	Oger	Chur	Niederrhein	Elbing	Macao	Marienburg	Gastein	Oporto	Damaskus	Bromberg	Simla	Taganrog	Kahira	St. Gallen	Woronesh	Manchester	Porto	Gera	San Francisco	Poltawa	Kostroma	Coblenz	Gumbinnen	Born	Malaga	Tambow	Leith	Minden	Cuxhaven	Detmold	Walk	Texel	Karlsbad	Baiern	Polnische Grenze	Veracruz	Paderborn	Gießen	Frankreich	Rustschuk	Havanna	Marburg	Buenos Aires	Barnberg	Belfast	Ischl	Erlangen	Nyborg	DomeSueeS	Poretschje	Wladimir	Messina	Sellin	Portsmouth	Eider	Rio de Janeiro	Chicago	Lüneburg	Sigmaringen	Schwaben	Melbourne	Syra	Hadersleben	Mecklenburg	Newcastle	Sewastopol	Polangen	Smolensk	Jerusalem	Wittenberg	Bosnische Gränze	Kengeragge	Lodz	Witebsk	Werro	Abo	San Sebastian	Ungarn	Tula	Thorn	Ludwigsburg	Lindau	Neckar	Wesel	Tschernigow	Arbroath	Brest	Pensa	Galatz	Grangemouth	Kadir	Schaffhausen	Pillau	Southampton	Helvoet	Pskow	Santander
1864	4.6380952380952385	5.024725274725275	3.0198412698412698	3.4926470588235294	4.737341772151899	5.055555555555555	8.5	6.0	3.88	5.526315789473684	13.245098039215685	4.711864406779661	3.3191489361702127	3.230769230769231	4.360655737704918	4.6875	4.583333333333333	3.338709677419355	7.423076923076923	7.521739130434782	6.388888888888889			16.541666666666668	8.8	4.142857142857143	4.0	10.666666666666666	5.0	3.8947368421052633	5.222222222222222	5.0	3.96875		15.6	5.666666666666667		6.5			4.327868852459017	5.571428571428571	5.0	6.0			5.0	4.2727272727272725		3.75	7.142857142857143		3.857142857142857		5.5	4.7	3.414285714285714	8.0	3.25	6.0	8.0	4.0		4.75	5.0		4.625					4.0	4.782608695652174	5.25		3.85					3.8333333333333335	8.0	5.0	3.9375	3.0	3.4		4.0	7.333333333333333	11.0		20.0				16.666666666666668	7.0		7.5	2.0	23.0	8.0		6.0	4.0	6.0					8.333333333333334				51.0		3.3333333333333335		8.0			6.0			8.0		3.0		3.0	9.0	1.0	5.5		8.833333333333334			6.0				3.0				7.0		5.0		2.0					5.0									9.0		4.0	3.0			4.0										11.0		6.0	9.0								8.0	7.0				15.0			5.0	11.0		4.0			13.0			35.5				8.0	6.0								4.5	5.0						10.0								27.0												11.0			6.0								8.0			34.0					62.5				6.0			2.0															2.0	5.0					3.0	5.0						12.0											3.0	13.5														35.0		5.333333333333333	9.0			7.0					2.0			7.0	14.0																	8.0	3.0			
1865	5.167235494880546	5.519280205655527	3.3961661341853033	3.3087248322147653	5.290140845070423	3.3214285714285716	11.3125	4.962962962962963	3.452830188679245	3.2615384615384615	13.886075949367088	5.934782608695652	2.611111111111111	3.712328767123288	4.409090909090909	3.6315789473684212	4.305555555555555	3.6470588235294117	8.488372093023257	6.0	6.636363636363637		4.131147540983607	14.842105263157896	7.0	4.222222222222222	2.5	9.95	3.8461538461538463	4.777777777777778	5.190476190476191	5.181818181818182	4.25		6.428571428571429	5.125		4.076923076923077		4.153846153846154	3.4722222222222223	5.181818181818182		3.4705882352941178			5.666666666666667	4.8	3.0	2.0	22.0		5.25	4.0		5.75	2.8636363636363638	3.5		6.875				6.0	3.0		3.0			2.0			2.9	1.5833333333333333		3.3333333333333335	2.0				3.0	5.0		5.214285714285714	5.333333333333333	10.0		8.0	3.0			4.0		3.0	4.4	14.0	13.0		7.0		6.285714285714286	5.5				7.0				2.0	6.0	7.0				3.0	3.0					3.0	4.333333333333333				3.0			5.0		5.5		10.333333333333334		4.0	5.0								6.0		2.0		2.6666666666666665	3.0			3.0												2.7142857142857144	2.0			10.5												9.0			6.0							28.0	2.0	22.0		17.0				10.666666666666666						6.0					43.0					2.0					13.0	3.0			11.0	13.0		5.0											9.0	10.0																			1.0							4.0					4.0			3.0														17.0		8.0												10.75	14.5			17.5							3.0					16.0	4.0									61.0		4.5	8.0														6.0									3.0									10.0	
1866	4.737068965517241	6.510121457489879	2.9481327800829877	2.727891156462585	5.364431486880466	3.68	4.780487804878049	5.857142857142857	3.1176470588235294	6.438775510204081	14.30952380952381	3.58	5.317460317460317	3.225	4.666666666666667	4.857142857142857	4.696629213483146	3.5531914893617023	7.8133333333333335	8.166666666666666	7.0		4.963541666666667	14.454545454545455	3.0	4.0	7.5588235294117645	6.8125	5.6	3.7333333333333334	4.409090909090909	3.5254237288135593	4.0		7.631578947368421	4.083333333333333		3.260869565217391	3.0	3.9545454545454546	4.148148148148148	4.357142857142857		3.272727272727273		26.0		4.133333333333334	3.7142857142857144	3.875	5.8		2.3333333333333335	5.0		3.0	3.7142857142857144	4.111111111111111	9.037037037037036	3.1666666666666665		7.416666666666667		4.0	5.0		6.1		2.0	4.666666666666667		3.142857142857143	3.8	1.0		3.3333333333333335		18.5	7.0	5.5	2.0	13.0	9.0	3.8333333333333335	6.0			4.0	15.0	4.0	3.5			10.0	4.285714285714286	11.5	4.25			2.0	5.0	5.5	3.0	4.0	7.0	5.666666666666667	8.5			3.3333333333333335	11.666666666666666	5.0	10.0		53.0		6.0	4.0		9.0		8.0		3.0		3.0	3.0	2.0	2.6666666666666665			2.75	16.5	10.285714285714286			11.0	6.8	4.0	5.0	9.210526315789474				10.0			5.869565217391305					2.0	5.0						3.0	3.0								6.0		3.0	9.428571428571429							22.0						2.0			12.0	9.285714285714286	9.0				3.5	7.5		4.0	3.0		4.0		10.333333333333334	5.0	17.0	9.0	4.0					7.25				9.333333333333334					3.0			9.11111111111111		7.0	44.0				4.0	15.4			9.0			4.0			9.0									7.75						9.0				9.0							3.0								8.0								2.0		6.0					4.0	9.0	18.0		11.2	5.0	4.5		5.0	8.428571428571429			13.0	22.0		5.0				5.0		5.5	8.6									8.666666666666666				2.5	5.0					5.0	10.833333333333334			15.0				1.0			4.0			7.0		7.0		10.0				13.2		37.0		9.666666666666666				8.5	7.666666666666667		
1867	3.55045871559633	4.161209068010075	2.5687919463087248	2.6877828054298645	4.403726708074534	4.375	3.8059701492537314	6.446428571428571	4.75	4.8441558441558445	9.869158878504672	4.373493975903615	2.5454545454545454	2.136986301369863	3.0	7.083333333333333	5.204081632653061	3.5714285714285716	6.84375	5.3125	6.173913043478261		3.955056179775281	7.871428571428571	2.75	4.3076923076923075	4.5	8.708333333333334	9.5	5.62962962962963	4.178571428571429	5.527777777777778	4.0		5.233333333333333	4.636363636363637		5.7	3.5294117647058822	2.8	5.7	4.4	7.0	2.923076923076923		9.0	9.666666666666666	4.888888888888889		4.5	4.4		6.75	7.5	10.0	4.666666666666667		5.75	5.111111111111111	4.75	3.6	7.59375	8.0	7.285714285714286	4.5		5.333333333333333			2.6666666666666665	3.0	3.5	9.0	1.2727272727272727		6.0		6.5	9.0	7.5	4.0	5.777777777777778	9.0	5.0	2.0	5.6		5.0		6.0			14.0	6.416666666666667	5.2	17.0	3.6666666666666665		6.0	2.75	4.0	4.5		7.666666666666667	3.3333333333333335	10.0	9.0				5.833333333333333	1.8888888888888888	5.0	8.0		9.333333333333334	4.666666666666667				28.0		2.0		5.416666666666667		2.0				1.3333333333333333			9.5				7.0	11.0	11.0	9.0	5.0			4.0	11.0		6.4375	2.875		3.6666666666666665			3.0	11.0	10.0		9.0		14.0	6.0		17.0			5.0			7.5			15.0						11.0	24.0		7.0			1.0	8.0			8.923076923076923	8.7						8.666666666666666			9.0	38.0	2.0		10.25		2.5	5.333333333333333		26.0				6.5		43.0		9.5			10.0		1.0			9.2	11.333333333333334						7.0	8.625		2.625				3.0	4.4		6.0									9.153846153846153		4.0	9.0										2.6666666666666665												7.6				2.0				2.5				3.3333333333333335					21.0		9.25					8.428571428571429				27.25		6.0	6.0		1.0			4.5	7.333333333333333						19.0	6.0	1.0				24.5							9.0	8.0							2.0	8.0		6.0					13.0			5.0			11.0				9.4			8.0		7.2		
1868	3.5658747300215983	4.113953488372093	3.0594713656387666	1.9467084639498433	4.5062893081761	3.519230769230769	3.8727272727272726	5.957446808510638	3.814814814814815	5.75	6.0	4.4520547945205475	2.9261744966442955	3.6785714285714284	6.0	5.85	5.922077922077922	3.727272727272727	7.6	5.666666666666667	4.8	4.5	4.8544303797468356	3.342857142857143	6.733333333333333	5.611111111111111	6.954545454545454	6.838709677419355	3.857142857142857	5.0	3.925925925925926	4.46875	5.291666666666667		4.318181818181818	4.5		3.0	4.142857142857143	4.129032258064516	3.5	7.214285714285714		4.5	9.0	7.5588235294117645	4.0	4.333333333333333	4.25	3.4	5.4375		4.590909090909091	5.666666666666667	8.666666666666666	11.75		3.923076923076923	4.444444444444445	3.909090909090909	2.0	7.590909090909091		3.5	3.8333333333333335	8.333333333333334	2.1052631578947367			3.75		4.428571428571429	5.0	2.272727272727273	7.5	4.0	8.0	18.642857142857142		4.5	3.857142857142857	3.0434782608695654	7.5		4.5	5.1			7.666666666666667	3.0	1.5	2.857142857142857	4.5	6.333333333333333	2.0	11.25	2.3333333333333335			1.0	3.727272727272727	11.0			3.0	7.666666666666667	4.0		2.5		14.666666666666666	1.2727272727272727	7.25	2.0	24.333333333333332	6.333333333333333	11.0	4.0			33.0		3.8	3.0	7.25	8.0		3.0			2.0	9.0		8.666666666666666				6.6			11.3125	16.0			3.0		2.0	6.684210526315789			3.6666666666666665					12.8				3.0	4.0				2.0	4.0	9.0		7.0			8.0							3.0					8.0				10.4	9.2	6.5	3.0	3.0	2.3333333333333335	5.0				6.0		3.0		10.294117647058824				3.0	45.0			30.5	6.333333333333333		6.0		9.0			5.5			2.5	3.0	8.333333333333334	12.0	2.0	7.0		2.5			8.636363636363637	11.0		12.0				3.0		10.0					3.0	7.0	10.0		8.571428571428571		3.5833333333333335	12.0									41.0													19.0				2.75		3.0	3.0	2.3333333333333335				3.0			2.0				10.0		6.0		7.0	9.5					10.0				3.8333333333333335	1.0		7.0	7.6	3.0							10.0	8.0											3.0							1.25		1.3333333333333333						7.0						15.0	11.0			10.6				5.0	11.0		
1869	3.792727272727273	4.098684210526316	2.378818737270876	2.441860465116279	4.033670033670034	3.6205533596837944	4.333333333333333	7.142857142857143	3.452054794520548	4.4	4.463709677419355	4.961904761904762	2.0677083333333335	8.142857142857142	8.0	4.72	5.357142857142857	4.096774193548387	7.877777777777778	6.5	2.0	1.0909090909090908	4.454022988505747	1.736842105263158	5.285714285714286	4.2727272727272725	7.2727272727272725	7.576923076923077	4.3428571428571425	6.0	5.066666666666666	4.56	5.75		4.444444444444445	4.5588235294117645		5.0	3.3636363636363638	4.803921568627451	6.666666666666667	8.0	6.0	3.7142857142857144		3.3777777777777778	1.8	4.2	3.3333333333333335	2.6666666666666665	4.133333333333334		4.363636363636363	6.666666666666667	5.0		4.5	3.625	7.333333333333333	5.0		8.375	7.0	2.0	3.0	6.666666666666667				2.6	2.857142857142857	6.666666666666667	14.5	1.125	6.0			5.0		3.6666666666666665		4.375	7.0	5.0	5.5	5.0		6.666666666666667	10.625	2.0	3.0	3.0		9.0		1.8888888888888888	5.0	3.0			4.5	5.5			4.0	10.0	4.666666666666667		4.875		3.5	2.3333333333333335	6.75		28.5		6.6				5.0	5.25	3.0		5.0	2.5	1.5			4.0	1.0	3.0	5.0	13.2			6.0				8.8	5.0			7.0	6.0	2.0	6.428571428571429		3.0					8.0	3.5					3.0										2.3333333333333335	8.0									3.0							8.75	5.888888888888889				5.0		2.0			6.0		4.666666666666667	10.25	9.0	2.0	3.0			36.0						1.0		2.0			5.0		7.5			7.571428571428571	13.0	4.0			7.5			9.75	8.0	3.5							6.166666666666667				6.0		5.5	9.0		7.8	6.0	2.5												2.857142857142857	35.0	18.0									15.5						3.0						12.0			3.0			4.0	8.5					10.0						7.0			3.0				8.0									6.0							29.0								4.0	6.0		9.5		1.0		13.0	4.0	8.0								8.833333333333334	3.0	2.0		5.75				2.5	9.0		
1870	4.023102310231023	3.9578544061302683	2.3995943204868153	2.136986301369863	4.101449275362318	4.10126582278481	4.4	8.075757575757576	2.9833333333333334	3.7142857142857144	4.283333333333333	4.752808988764045	6.666666666666667	2.9791666666666665	2.5	5.466666666666667	5.015384615384615	3.909090909090909	7.27536231884058	7.833333333333333	3.32	1.1016949152542372	5.305785123966942	3.375	6.333333333333333	3.764705882352941	1.6153846153846154	8.11111111111111	6.6923076923076925	3.7142857142857144	3.5869565217391304	5.076923076923077	3.6666666666666665	3.3043478260869565	3.6176470588235294	3.3488372093023258		4.0	3.0	5.2	4.428571428571429	5.181818181818182		4.4		4.46875	3.0	3.4210526315789473	2.0	3.0	4.769230769230769		4.888888888888889	3.0		17.5	2.6666666666666665	3.95	2.5	4.5	3.0	2.3333333333333335	6.0	1.5	7.5	3.0	6.0		8.0	9.0	2.5	5.666666666666667	2.5	1.0	5.0			9.0	10.0	3.5	4.0	3.066666666666667			3.2	3.1666666666666665		6.333333333333333	2.0	3.5	2.0	4.0	4.4		6.0	3.1818181818181817	2.3333333333333335			4.0	4.714285714285714						4.3			2.0	3.25	1.0	5.0	7.0		7.0	8.5	4.0				7.0	5.4		4.857142857142857	3.0		2.0			1.3333333333333333		7.0	6.75				1.0			3.0	8.0	3.0			7.0		2.5		8.75		6.0	4.0		6.0	14.0		4.166666666666667	7.0			4.5				2.3333333333333335							12.0	4.064516129032258					3.5					4.0						5.0		2.0			4.333333333333333						6.0				1.0							1.0			6.0		3.0			5.0				8.0	5.0							2.0								19.0	3.1176470588235294			2.0						2.5				11.0								4.25																8.0			2.0					3.6666666666666665	2.0					4.0							7.0			38.0	5.0				3.0										2.0		3.0									3.0				3.5		1.0					6.0																							3.0	
1871	3.9569471624266144	3.8266666666666667	2.2775735294117645	2.2129144851657943	3.9614147909967845	4.361111111111111	3.8684210526315788	5.623762376237623	3.292452830188679	2.7941176470588234	3.0217391304347827	3.762962962962963	9.538461538461538	3.1666666666666665	7.0	3.6875	5.385542168674699	3.7666666666666666	4.175824175824176	4.62962962962963	3.2916666666666665	1.1436170212765957	4.785714285714286	6.049180327868853	2.6666666666666665	2.8333333333333335		6.230769230769231	5.6923076923076925	4.142857142857143	2.9047619047619047	5.035087719298246	4.5	3.5063694267515926	3.6	3.4166666666666665		3.0	3.1666666666666665	4.527272727272727	2.4	4.0	10.0	4.2		4.35	2.0	2.6666666666666665		4.25	5.277777777777778		8.038461538461538		4.333333333333333	3.3333333333333335		4.129032258064516		3.0	12.0		7.0	3.5	3.2	3.0	5.333333333333333		4.714285714285714			16.0		1.1764705882352942	3.4285714285714284		2.0			3.6	8.0	2.357142857142857	8.0		3.0	3.3333333333333335		6.2	3.0	2.0		5.0	3.3636363636363638	3.0		4.333333333333333	4.0				4.333333333333333	4.0					3.840909090909091		2.0	2.0		2.0	5.5		6.0	3.0	2.5	10.0			7.0		4.666666666666667		4.0					7.5	1.3571428571428572		23.0	3.5			4.0				3.0	3.0			18.5	6.5			3.1666666666666665	4.4								3.5				3.6666666666666665																	11.0														2.0	4.0	3.5					6.0				1.5			20.0							3.0	2.0			10.0		3.1666666666666665				2.0	4.0	3.4						4.5	2.8		2.0			2.0		2.8333333333333335	2.6666666666666665			2.142857142857143			2.75				3.0									5.0		3.642857142857143		91.0	4.0	92.0	1.0	3.0		5.5			4.0								3.6666666666666665					12.0			2.0								4.0											6.0	34.0	5.5		2.0	5.0													10.0						2.6666666666666665		3.0						2.6666666666666665	7.0				4.0						3.0		4.0	2.0								3.0	
1872	4.236263736263736	3.484	2.304535637149028	2.0716911764705883	3.9763313609467454	4.669724770642202	4.270833333333333	5.635714285714286	3.230769230769231	4.230769230769231	5.84375	4.15	5.666666666666667	3.0	4.0	3.2432432432432434	5.159420289855072	3.238095238095238	4.178571428571429	4.733333333333333	4.7	1.1105263157894736	4.333333333333333	3.0638297872340425	2.6666666666666665	2.4285714285714284	1.6666666666666667	2.5	8.0	4.0	2.55	3.7083333333333335	6.5	3.8	3.9836065573770494	5.666666666666667			2.1666666666666665	3.6379310344827585	5.0	4.3		3.4615384615384617		2.4242424242424243	3.3333333333333335	2.3		2.5	4.642857142857143		3.625		4.105263157894737	2.0	5.0	2.0		3.5		2.4285714285714284		2.0	1.0	2.0	2.5		4.892857142857143		14.0	4.333333333333333		1.0	6.0		3.3333333333333335	2.0	3.0	5.5	4.666666666666667	2.857142857142857			3.0	4.133333333333334		3.5	5.333333333333333	3.0	2.25	3.0	6.0	1.75		3.5				2.0	5.25					2.0			6.0		3.142857142857143	2.0			4.0		2.6666666666666665				2.0		3.875		5.75						1.3333333333333333	2.5	2.0	3.0			3.0					9.0			18.0	2.5			3.0				5.0		6.0			4.0			3.0	34.0	6.0												3.0	2.0	2.0	2.0	16.0					2.0								7.833333333333333	3.0											3.0			14.0					1.0		2.0										10.0	7.5	3.5						5.666666666666667	2.0	5.285714285714286	3.3333333333333335			3.3333333333333335				2.5					6.0			3.0		2.8																				3.5	3.0			8.0		1.0				2.0	10.0													5.0			4.0						5.0						1.0				1.0		5.0															3.0								3.0		4.0			3.0					6.0	2.0									3.0		2.5	
1873	3.4185110663983904	2.994708994708995	2.177700348432056	1.7574468085106383	3.893617021276596	3.892682926829268	3.375	5.163461538461538	3.4583333333333335	3.2222222222222223	5.033333333333333	5.34375	9.576923076923077	2.3369565217391304		4.384615384615385	4.431818181818182	3.3333333333333335	4.043478260869565	4.571428571428571	1.5066666666666666	1.355263157894737	3.25	1.9662921348314606	4.666666666666667	5.7368421052631575	2.3506493506493507	3.0	2.4	3.0	3.25	2.5454545454545454		3.2283464566929134	15.0	4.0		3.7	3.8	3.933333333333333	3.0	3.5	4.0	3.736842105263158		2.789473684210526	2.4782608695652173	3.8333333333333335	3.6	2.823529411764706	4.25		2.0		3.611111111111111	2.0		3.0	2.180722891566265		3.0	2.926829268292683	7.0	3.0	3.0	4.0	3.0		4.619047619047619			2.0		1.0	5.125		3.4	3.0	4.0	5.0		2.0		5.0		3.3		4.125	3.0		3.2	38.0		2.0	3.3333333333333335	1.0	3.0			2.0	3.5	10.0		5.0	3.0	6.0						3.3333333333333335	4.0								2.0	7.0	6.5			3.6666666666666665					2.0		3.0	9.5						4.0	3.0	6.5				3.0			3.0			5.0				10.0			6.333333333333333			4.0	5.0												2.8181818181818183	3.0					6.0			9.0								4.333333333333333							8.0						4.5					2.6666666666666665		3.0	63.0											7.0				5.5		7.5			1.6	16.0	11.0				8.0								5.0				3.0	2.5														30.0	1.0									3.0				5.5				8.0	16.0																		5.0		5.0										1.0		3.0		2.0															1.5																				21.0									
1874	3.6146010186757214	2.974910394265233	2.2495921696574226	1.7652519893899203	3.8990825688073394	3.5	3.8125	5.869565217391305	4.5	4.0	5.454545454545454	4.155555555555556	4.166666666666667	1.9444444444444444	3.0	4.632352941176471	4.215686274509804	4.066666666666666	3.6666666666666665	5.285714285714286	1.489795918367347	1.1176470588235294	6.666666666666667	3.157303370786517	2.0	3.3333333333333335	2.4565217391304346	3.111111111111111	3.25	3.0	3.1	3.5	3.0	3.3069306930693068	5.285714285714286	3.6		4.0	3.0	3.5135135135135136	2.2857142857142856	2.6		3.3793103448275863		2.9642857142857144	3.3636363636363638	3.8	4.0	3.8461538461538463	3.4285714285714284		7.0	4.0	3.740740740740741	4.0		3.4285714285714284	2.107843137254902	3.3333333333333335		2.8444444444444446		2.0	4.0		3.0		3.533333333333333	4.0		4.0	3.0	4.0	3.0		3.0	3.0		4.428571428571429		8.666666666666666	2.0		2.0	4.444444444444445		4.5	8.0	2.0	3.1739130434782608	19.0		4.0	4.0	8.0	3.909090909090909		6.0	2.0	3.0	5.0				6.333333333333333				3.0	13.0	23.0	5.0		5.0	4.0					3.5		5.5			3.7777777777777777	7.0	3.5			1.0	5.5		2.6666666666666665			7.0									6.0	3.5				1.0		4.333333333333333	4.4												4.0					4.0				3.3333333333333335									1.0				2.0				5.2							5.0				2.0		7.0		24.0			4.333333333333333	11.0		1.0								3.0											2.0	28.0		6.0		5.0				3.0			2.6666666666666665			7.0					3.4				3.3333333333333335					5.0					35.0							3.0							3.0		5.0			2.6666666666666665		23.0																3.5				4.0			3.0					1.0			3.0	1.0								3.5			6.0																				6.0									1.0				3.875
1875	3.5768115942028986	2.76	2.1200980392156863	1.8859060402684564	3.71	3.358490566037736	2.849056603773585	4.761061946902655	3.4615384615384617	3.0526315789473686	4.6	3.0441176470588234	7.538461538461538	2.5344827586206895	2.6666666666666665	4.625	4.466666666666667	3.5	3.9622641509433962	4.5	4.0	1.1147540983606556	3.0	1.75	2.5	3.25	2.051546391752577	2.823529411764706	3.0	6.333333333333333	4.222222222222222	3.1875	3.3333333333333335	3.3675213675213675	3.793103448275862	2.6666666666666665		2.0	2.5	3.5128205128205128	3.25	3.7142857142857144		3.5714285714285716		3.375	2.0	3.6666666666666665	2.0	3.0	3.888888888888889		4.0	3.0	3.772727272727273	2.6666666666666665		3.5	1.8245614035087718	3.0		2.5454545454545454		2.0	3.0	98.0	4.0		4.6	29.0	2.3333333333333335	4.0	5.0		7.5		2.8	2.4		3.0		7.0	5.0			4.5		4.0		5.0	2.8333333333333335			3.0	2.0	15.0				2.3333333333333335	4.0		2.5652173913043477				5.0				2.0	1.5			3.0		2.0	3.0			2.6666666666666665	5.0	3.75	3.0	3.5	3.0	2.0				2.3333333333333335	3.5									2.8		2.6666666666666665		7.0	2.5	2.5		2.0	2.6666666666666665			3.6	2.0		9.0		1.0				38.0									3.3333333333333335				3.0			4.0			3.0																			3.0	15.0			13.0						3.142857142857143						3.0	2.8333333333333335							4.0								3.769230769230769	3.5				5.0		8.0					1.0							2.5	9.0		2.5							5.0		2.0	91.42857142857143	2.0											7.0				3.0					3.0				2.0	2.0				6.333333333333333		3.5	12.0						5.0		4.0		3.0								1.3333333333333333				2.0	4.0							4.0							9.0	17.5								3.272727272727273							6.0			1.5							2.0			5.0
1876	3.8660287081339715	3.4157894736842107	1.9188514357053683	1.9054878048780488	2.892670157068063	3.950617283950617	3.2110552763819094	3.814432989690722	3.5846153846153848	3.25	5.973684210526316	3.9310344827586206	4.75	1.6		4.714285714285714	4.0	2.5	6.378378378378378	4.0	11.666666666666666	1.1666666666666667	8.0	2.5	4.666666666666667	3.4545454545454546	5.666666666666667	4.138888888888889	6.25		3.4444444444444446	2.875		3.292134831460674	2.5555555555555554	4.333333333333333		6.0	2.560810810810811	3.6511627906976742		2.0		3.2		3.1025641025641026	16.0	5.0	4.0	3.3333333333333335	1.588235294117647		6.833333333333333	2.0	3.272727272727273	2.5		3.25	2.5	3.6666666666666665		3.0		2.3333333333333335					5.142857142857143		5.5	3.0			10.0		3.3333333333333335		3.0	6.0	4.0	1.6666666666666667	4.5		2.0		2.4857142857142858	3.0	4.5		2.0	6.5	2.0		4.333333333333333	12.0		3.0			14.25	8.333333333333334	2.5	5.0					5.0	2.6666666666666665	1.0	1.2			4.0	5.0	5.0				3.0	5.5	5.0		6.0		3.0			1.0	1.6666666666666667		6.980392156862745									9.0	7.0		1.0		2.0		2.6	2.0	3.0		3.0	7.0	3.0	3.5					3.0	2.9									2.2	8.0												2.0						2.5		4.0									8.0									1.0				2.0		2.3125		2.0		2.3333333333333335	4.0							11.0							11.0				3.2857142857142856					1.0			6.0			15.8	2.0			3.0							1.0					5.0							3.0									4.0			3.0												17.0									7.333333333333333									1.0																					6.0			5.0	1.5			4.333333333333333		3.0																		
1877	3.418	2.7552447552447554	2.0827814569536423	1.963579604578564	2.661111111111111	4.105263157894737	3.6042780748663104	4.168	3.0869565217391304	4.4375	4.424242424242424	3.3076923076923075	12.8	1.5	2.0	5.375	5.98936170212766	2.111111111111111	3.2142857142857144	5.5	4.25	1.2720588235294117	3.0	4.94	4.0	3.1666666666666665		3.4909090909090907		4.0	3.75	3.1009174311926606	3.0	3.0303030303030303	3.3703703703703702	2.0		2.0	3.121212121212121	3.3833333333333333	6.333333333333333	5.666666666666667		2.642857142857143		3.638888888888889	3.75	3.5	9.0	3.3333333333333335	5.5		3.2	3.0	3.6	2.0	8.0	3.6363636363636362		6.333333333333333		2.0		3.5				2.0	3.0		5.8	3.0			6.0		2.0		3.0			2.0			3.0		2.5		4.0	3.0		2.4	2.8333333333333335		3.4	2.3333333333333335					4.0		3.6		3.0		2.0					1.6666666666666667				7.0	2.5	3.0			2.6666666666666665					3.0					2.0		5.0									3.0	2.0						2.0		3.0			2.0	8.0	4.0		4.5		15.5		4.0				3.5					2.5				3.0									5.666666666666667		3.0					3.0	5.0			2.0																		2.0	10.0		6.0					4.0					3.0		6.0	13.0						4.0											4.0	10.0				15.8												3.25		2.5	5.0												6.0														4.0					2.0									2.5						1.5			1.0				4.0									3.0			12.875	9.0			22.0										3.0	2.0					28.0				5.0							5.0	
